,Vmag,Plx,e_Plx,B-V,SpType,TargetClass
8160,12.32,2.92,3.27,-0.06,863,0
8161,9.02,3.93,1.23,1.003,567,0
8162,9.23,1.06,1.29,0.91,633,0
8163,9.69,19.97,1.72,0.8,507,1
8164,9.39,7.04,1.42,0.552,473,1
8165,7.58,4.42,0.79,0.972,575,0
8166,8.34,6.17,1.48,1.2,591,0
8167,8.61,0.9,1.22,1.346,507,0
8168,8.76,12.01,1.22,0.534,398,1
8169,7.64,4.43,0.73,-0.048,272,1
8170,9.25,1.62,1.34,0.867,507,0
8171,10.43,9.91,3.5,0.67,508,0
8172,7.58,10.29,0.87,0.333,292,1
8173,9.82,6.49,1.65,0.66,445,1
8174,9.49,2.88,1.19,0.06,2,0
8175,7.37,10.29,0.99,0.262,55,1
8176,9.48,6.54,1.36,0.67,479,0
8177,9.48,1.93,1.16,1.087,575,0
8178,9.45,4.4,1.05,0.434,333,0
8179,8.65,6.41,1.3,0.431,354,1
8180,8.23,6.55,1.01,0.412,333,0
8181,8.32,8.93,1.09,0.43,317,1
8182,9.15,2.56,1.17,0.972,586,0
8183,8.78,2.9,1.16,0.546,398,1
8184,9.68,3.53,1.42,0.326,137,1
8185,9.25,6.12,1.34,0.407,39,1
8186,8.27,6.66,1.19,0.145,2,0
8187,8.93,7.82,3.19,0.439,421,0
8188,8.18,16.34,1.16,0.54,420,0
8189,7.94,3.1,0.85,0.051,261,1
8190,8.3,3.57,1.03,1.0,507,0
8191,8.45,2.63,0.78,0.22,53,1
8192,8.69,6.26,1.1,0.387,333,0
8193,9.76,2.63,1.43,0.573,238,1
8194,6.01,9.84,1.05,0.17,65,1
8195,8.14,17.34,1.07,0.627,445,1
8196,7.92,4.95,1.0,1.189,704,0
8197,8.6,2.4,1.03,1.158,507,0
8198,8.87,10.54,1.19,0.544,416,0
8199,6.35,7.35,0.74,1.222,687,0
8200,9.19,-0.76,1.23,1.547,799,0
8201,9.2,-0.46,2.12,0.014,209,1
8202,8.02,1.24,1.03,1.521,714,0
8203,7.82,3.69,0.64,-0.079,251,1
8204,6.72,43.47,4.48,0.654,445,1
8205,9.58,0.64,1.02,0.24,238,1
8206,8.71,3.67,1.15,1.071,609,0
8207,6.9,3.33,0.87,-0.066,238,1
8208,8.3,5.67,1.13,0.126,2,0
8209,9.17,5.89,1.24,0.476,507,0
8210,9.54,9.8,1.33,0.722,556,0
8211,8.37,4.16,1.15,1.0,609,0
8212,8.64,7.3,2.04,0.909,633,0
8213,4.66,42.34,0.87,0.333,347,1
8214,7.93,20.45,0.91,0.664,530,1
8215,7.48,3.62,0.64,1.216,633,0
8216,9.41,3.33,0.92,0.381,317,1
8217,8.57,9.21,1.08,0.463,382,0
8218,9.73,0.69,1.16,0.449,238,1
8219,9.01,-0.31,1.15,-0.117,209,1
8220,8.23,10.79,1.5,0.513,382,1
8221,9.65,-0.16,0.97,0.94,539,0
8222,8.16,13.56,0.99,0.537,366,1
8223,8.44,1.51,0.79,1.3,698,0
8224,8.89,15.89,1.17,0.658,530,1
8225,8.38,7.44,1.24,0.534,366,0
8226,9.25,1.2,1.34,0.891,581,0
8227,9.09,5.56,3.66,0.659,479,0
8228,7.43,2.55,0.63,1.26,668,0
8229,6.37,36.88,0.72,0.523,398,1
8230,8.2,1.03,0.99,-0.035,253,1
8231,8.29,2.25,1.02,1.168,609,0
8232,9.49,16.17,1.37,0.732,556,0
8233,9.7,2.43,1.55,0.464,398,1
8234,7.07,5.11,1.12,0.033,2,0
8235,8.11,1.76,0.69,0.262,80,1
8236,8.36,-0.61,1.26,1.333,843,0
8237,8.56,19.05,1.21,0.648,591,0
8238,10.26,2.48,1.65,0.79,445,1
8239,7.43,10.97,1.01,0.621,462,0
8240,8.07,25.19,1.55,0.856,507,1
8241,7.2,2.84,0.86,1.599,745,0
8242,8.47,13.16,1.05,0.592,465,0
8243,8.16,4.66,0.92,0.418,292,1
8244,8.07,4.95,1.26,0.87,416,0
8245,8.57,2.36,0.72,1.081,633,0
8246,8.73,6.93,1.11,0.349,80,1
8247,8.81,1.1,1.3,1.082,609,0
8248,8.2,9.41,1.53,0.5,382,0
8249,8.41,2.77,1.05,0.084,30,1
8250,10.69,1.56,1.96,1.377,609,0
8251,8.26,4.52,1.14,0.912,581,0
8252,8.5,11.18,1.31,0.627,445,1
8253,8.62,9.99,1.01,0.386,292,1
8254,7.88,7.09,0.76,1.075,701,0
8255,8.32,4.27,1.23,1.048,633,0
8256,8.06,37.34,0.97,0.758,682,0
8257,5.83,5.68,1.09,0.743,669,0
8258,8.15,5.8,1.47,0.505,366,0
8259,7.36,4.73,0.69,1.117,704,0
8260,7.07,23.27,0.9,0.569,420,0
8261,6.88,0.22,0.99,1.631,784,0
8262,9.22,6.94,0.89,0.55,371,1
8263,8.3,3.66,0.84,-0.002,253,1
8264,6.14,6.65,0.66,0.998,677,0
8265,8.44,5.18,1.15,0.875,586,0
8266,8.66,1.39,1.1,1.507,745,0
8267,9.02,8.08,1.21,0.661,518,0
8268,10.54,3.23,1.85,0.57,420,0
8269,7.96,10.52,0.97,0.521,366,0
8270,8.56,4.7,0.79,0.241,71,1
8271,9.01,9.47,0.77,0.366,442,1
8272,10.34,0.51,1.99,0.406,317,1
8273,7.39,4.61,0.63,1.107,614,0
8274,9.48,5.55,1.16,0.668,530,0
8275,7.61,2.86,0.83,1.285,668,0
8276,7.57,18.03,1.04,0.468,398,1
8277,7.95,3.52,0.93,1.415,826,0
8278,8.01,1.44,1.1,1.198,609,0
8279,7.58,14.2,0.93,0.413,292,1
8280,9.52,8.83,1.45,0.729,609,0
8281,8.68,2.54,1.1,1.453,738,0
8282,8.03,1.98,1.08,1.226,609,0
8283,8.36,0.22,1.02,1.609,771,0
8284,10.34,3.22,1.75,0.432,338,0
8285,9.26,6.03,1.28,0.616,455,0
8286,9.92,2.36,2.07,1.35,823,0
8287,8.58,5.21,1.25,0.937,507,0
8288,8.58,4.22,1.05,0.24,292,1
8289,9.51,14.64,1.1,0.74,591,0
8290,9.0,3.62,0.93,1.125,668,0
8291,8.97,5.25,2.29,0.494,368,1
8292,8.02,2.71,0.93,1.602,609,0
8293,7.88,4.16,0.92,0.269,2,0
8294,8.96,20.3,1.25,0.78,445,1
8295,9.77,6.98,1.34,0.434,354,1
8296,8.85,4.0,1.85,0.058,2,0
8297,9.89,1.54,1.51,0.048,238,1
8298,7.78,2.15,1.14,1.601,738,0
8299,9.32,3.94,1.17,0.319,310,1
8300,5.92,23.45,1.02,0.302,337,1
8301,8.45,11.72,1.25,0.588,507,0
8302,7.13,5.29,0.85,0.576,366,0
8303,9.08,2.29,1.27,0.491,445,1
8304,5.94,13.37,0.64,0.154,30,1
8305,8.61,3.36,1.1,1.036,609,0
8306,8.59,3.08,1.09,0.983,507,0
8307,9.1,0.92,1.07,1.137,633,0
8308,7.72,10.27,1.06,1.084,609,0
8309,5.96,22.42,0.67,0.419,382,1
8310,8.08,4.76,1.34,0.19,2,0
8311,9.26,-0.42,1.23,0.2,209,1
8312,7.42,4.37,0.69,1.395,735,0
8313,8.59,1.96,0.96,-0.038,143,0
8314,8.35,14.82,1.09,0.544,420,0
8315,7.79,1.81,0.93,1.535,609,0
8316,9.28,7.88,5.47,0.566,507,0
8317,8.99,0.87,2.75,0.383,292,1
8318,7.27,3.13,0.88,-0.015,238,1
8319,9.88,4.51,1.04,0.372,305,1
8320,9.28,2.83,1.27,0.406,420,0
8321,7.8,4.42,1.02,0.944,507,0
8322,10.07,2.1,1.44,1.19,468,0
8323,10.59,-4.78,4.18,0.962,435,0
8324,7.68,4.52,0.87,1.172,609,0
8325,8.7,1.3,0.77,1.33,719,0
8326,8.91,5.31,2.04,0.927,609,0
8327,7.27,3.68,0.94,1.595,808,0
8328,6.7,4.44,0.9,0.33,292,1
8329,8.99,1.64,1.34,0.463,354,0
8330,7.16,8.04,0.94,0.366,80,1
8331,9.19,11.87,0.9,0.525,382,1
8332,7.42,3.19,0.6,0.134,2,0
8333,7.2,14.41,0.91,0.47,382,1
8334,6.54,0.02,0.8,2.215,749,0
8335,8.78,3.5,1.02,0.576,398,1
8336,7.91,4.37,0.92,-0.03,2,0
8337,7.98,3.09,2.04,0.13,251,1
8338,9.77,2.2,1.46,0.541,238,1
8339,9.17,1.22,1.7,0.23,209,1
8340,9.25,5.89,1.27,0.407,324,1
8341,9.5,4.94,1.28,0.456,366,0
8342,9.26,2.76,3.22,0.066,2,0
8343,9.09,0.11,1.31,0.514,420,0
8344,8.49,0.73,1.8,-0.012,80,0
8345,9.23,3.97,1.54,0.46,324,0
8346,9.61,4.68,1.58,0.995,609,0
8347,7.61,5.05,0.94,1.029,507,0
8348,6.44,7.25,0.71,1.094,674,0
8349,7.06,3.01,0.8,1.314,687,0
8350,7.14,4.26,0.81,-0.054,20,1
8351,10.67,3.68,3.1,0.375,310,1
8352,3.74,12.59,0.85,1.136,698,0
8353,9.43,-1.73,1.81,1.506,738,0
8354,8.5,6.38,1.14,0.541,416,0
8355,8.67,8.57,1.56,0.712,507,0
8356,9.02,1.15,1.31,0.163,71,1
8357,7.2,11.73,1.0,0.316,80,1
8358,12.13,13.13,3.54,1.143,758,0
8359,9.91,9.5,1.13,0.73,366,0
8360,8.61,22.83,1.33,0.644,445,1
8361,8.3,7.04,1.08,0.55,445,1
8362,8.19,0.92,1.08,1.489,770,0
8363,8.12,1.34,1.0,-0.018,253,1
8364,8.12,2.64,0.98,1.614,609,0
8365,8.35,1.11,1.0,-0.041,2,0
8366,9.46,1.37,1.55,0.181,209,1
8367,7.18,14.86,0.94,0.359,317,1
8368,9.18,0.46,1.24,1.168,698,0
8369,7.71,5.85,0.81,0.248,80,1
8370,7.45,7.94,1.35,0.5,507,0
8371,6.42,6.01,0.85,1.233,609,0
8372,8.72,2.1,1.19,1.624,770,0
8373,8.6,5.67,1.16,0.515,382,1
8374,7.94,2.27,0.95,1.538,609,0
8375,8.68,5.85,1.27,1.251,738,0
8376,8.79,5.13,1.14,0.325,115,1
8377,9.86,1.12,1.51,1.084,507,0
8378,9.23,2.6,1.32,0.32,272,1
8379,6.95,2.45,0.91,1.518,735,0
8380,7.8,2.11,0.9,1.249,507,0
8381,8.96,18.3,1.39,0.693,555,0
8382,7.92,5.02,0.99,0.265,51,1
8383,9.8,8.92,1.47,0.79,543,0
8384,9.09,3.02,1.23,1.042,507,0
8385,9.34,12.96,5.37,0.166,2,1
8386,9.64,15.16,7.2,0.212,2,1
8387,9.22,6.86,0.9,0.368,354,1
8388,9.26,-1.62,1.34,1.676,738,0
8389,10.66,2.49,1.5,1.447,838,0
8390,8.01,0.39,0.88,-0.044,253,1
8391,9.44,3.1,1.43,0.619,445,1
8392,8.16,6.26,1.17,0.243,55,1
8393,8.48,9.21,0.68,0.511,382,0
8394,6.44,4.05,0.87,1.608,798,0
8395,6.59,8.71,0.86,1.102,698,0
8396,6.94,9.37,0.58,0.491,366,0
8397,11.8,56.34,3.05,1.475,815,0
8398,7.83,1.88,0.84,1.215,698,0
8399,9.74,2.17,1.53,0.25,251,1
8400,7.43,10.61,0.83,0.539,398,1
8401,8.68,5.65,1.05,0.436,378,0
8402,8.07,7.35,0.91,0.419,341,0
8403,9.08,1.83,1.13,-0.031,253,1
8404,8.92,-0.1,1.15,1.567,738,0
8405,8.55,4.28,0.95,1.051,633,0
8406,8.22,0.74,1.04,1.117,507,0
8407,8.08,3.8,0.75,1.242,722,0
8408,8.82,3.94,1.08,0.294,55,1
8409,8.95,32.38,0.87,0.888,682,0
8410,5.53,3.17,0.66,-0.175,167,0
8411,8.03,2.95,1.26,0.18,39,1
8412,9.08,6.93,1.19,0.567,455,0
8413,8.04,4.46,0.92,0.951,575,0
8414,7.39,7.92,1.74,0.1,292,1
8415,12.44,63.1,3.79,0.17,289,1
8416,9.34,2.33,1.42,0.391,317,1
8417,8.1,10.83,0.7,0.436,344,1
8418,8.83,2.98,0.87,0.182,2,0
8419,5.7,6.63,0.73,-0.067,277,1
8420,9.26,4.59,1.29,0.3,105,1
8421,9.95,0.6,1.66,0.251,251,1
8422,9.04,16.3,1.37,0.639,445,1
8423,6.74,8.67,0.89,1.136,633,0
8424,7.63,12.28,0.77,0.549,420,0
8425,7.97,3.66,0.87,0.1,42,1
8426,8.08,12.7,0.94,0.421,354,1
8427,8.34,9.63,1.52,0.5,382,0
8428,9.38,3.36,1.54,0.187,850,0
8429,9.39,8.3,1.3,0.593,416,0
8430,11.37,16.69,2.46,1.29,771,0
8431,8.33,3.61,0.92,0.1,65,1
8432,9.6,25.6,1.39,0.958,709,0
8433,8.4,6.85,1.79,0.414,366,0
8434,8.81,5.36,1.04,1.13,614,0
8435,8.59,4.11,1.27,0.3,68,1
8436,7.83,2.86,0.91,1.199,698,0
8437,9.5,6.12,1.24,0.569,501,0
8438,6.89,18.03,0.8,0.44,420,0
8439,9.93,5.77,1.54,0.602,445,1
8440,10.27,2.56,1.87,0.57,366,0
8441,8.61,6.53,1.1,0.52,390,0
8442,7.93,3.27,0.99,0.326,160,0
8443,8.02,6.29,0.91,0.269,106,1
8444,8.8,2.67,1.03,0.217,2,0
8445,9.11,8.29,1.06,0.546,416,0
8446,7.95,4.34,1.0,0.398,55,1
8447,9.32,0.92,1.41,1.07,609,0
8448,9.73,6.01,1.0,0.54,416,0
8449,8.95,3.48,1.14,0.475,343,1
8450,7.71,2.52,0.99,-0.069,238,1
8451,7.91,7.61,0.95,0.423,354,1
8452,8.6,2.05,1.08,1.382,685,0
8453,6.77,4.36,0.49,-0.05,272,1
8454,9.8,5.8,1.29,0.533,424,0
8455,9.84,3.92,15.08,0.49,317,1
8456,10.08,20.45,1.51,1.095,685,0
8457,7.98,6.4,1.27,0.237,2,0
8458,9.17,4.43,1.16,0.393,310,1
8459,8.52,6.55,1.03,0.383,80,1
8460,7.53,4.94,0.89,0.954,507,0
8461,8.8,13.31,1.1,0.618,455,0
8462,7.41,0.57,1.03,1.389,698,0
8463,9.03,1.99,1.28,0.123,2,0
8464,8.97,7.86,1.21,0.567,455,0
8465,7.86,1.99,0.77,1.671,798,0
8466,8.64,1.51,1.11,0.034,2,0
8467,8.78,2.03,1.28,1.01,507,0
8468,7.98,4.55,1.29,1.014,507,0
8469,8.25,1.86,0.73,1.026,627,0
8470,8.89,90.2,1.37,1.424,741,0
8471,8.13,4.62,1.0,0.999,633,0
8472,7.51,18.58,0.97,0.607,455,0
8473,6.28,6.59,0.71,0.05,65,1
8474,9.9,-1.16,2.37,0.33,14,1
8475,9.55,6.26,1.16,0.436,354,1
8476,8.47,2.02,1.09,1.004,507,0
8477,11.48,21.02,3.33,1.315,758,0
8478,9.25,6.1,1.66,0.771,445,1
8479,9.05,8.46,1.33,0.841,445,1
8480,5.78,9.87,0.79,0.26,310,1
8481,10.77,1.41,2.09,0.6,366,0
8482,9.33,7.56,0.95,0.5,416,0
8483,9.66,6.74,1.54,0.777,445,1
8484,8.27,3.09,0.66,0.075,9,1
8485,8.03,7.01,0.93,0.237,84,1
8486,8.86,0.7,1.2,0.921,609,0
8487,9.57,3.2,1.39,0.667,516,0
8488,7.91,6.18,0.74,1.184,698,0
8489,9.06,0.28,0.76,1.433,719,0
8490,8.33,2.07,1.28,1.047,633,0
8491,9.98,4.43,1.14,0.546,431,0
8492,8.85,3.19,1.41,0.11,39,1
8493,8.2,13.95,1.02,0.525,416,1
8494,9.24,3.75,1.32,0.497,382,1
8495,9.16,6.32,1.65,1.103,609,0
8496,8.45,10.67,1.19,0.496,445,1
8497,3.42,50.88,0.82,0.488,393,1
8498,8.36,3.5,0.9,0.097,2,0
8499,7.43,26.56,1.06,0.635,445,1
8500,8.76,16.31,0.86,0.727,530,1
8501,8.62,4.21,0.83,1.248,698,0
8502,8.21,7.93,1.02,0.485,420,0
8503,9.27,6.92,2.51,0.61,465,0
8504,6.86,4.29,0.85,1.475,745,0
8505,7.05,11.75,1.13,0.42,366,1
8506,8.77,3.85,1.19,1.079,609,0
8507,8.16,13.68,0.97,0.468,382,1
8508,10.13,6.79,1.66,0.503,382,1
8509,9.51,3.85,1.22,0.263,80,1
8510,9.16,0.5,0.97,1.074,633,0
8511,8.07,10.76,2.31,0.485,366,0
8512,7.87,3.96,1.04,1.047,633,0
8513,9.71,4.47,1.01,0.44,352,1
8514,5.42,6.04,0.79,1.311,668,0
8515,9.69,8.37,1.61,1.164,609,0
8516,8.26,1.87,1.03,0.45,420,0
8517,8.16,0.04,1.29,1.57,745,0
8518,10.42,1.76,1.82,0.56,366,0
8519,6.09,8.62,0.72,1.125,658,0
8520,8.89,4.86,1.56,0.525,292,1
8521,9.35,0.87,2.47,0.43,155,0
8522,8.21,3.71,1.02,1.1,597,0
8523,7.35,3.47,0.87,1.169,633,0
8524,10.35,23.06,1.35,1.131,738,0
8525,7.07,5.19,0.77,1.107,507,0
8526,7.07,9.28,1.02,0.483,392,0
8527,9.62,1.75,1.26,1.116,687,0
8528,8.03,7.74,0.93,0.402,292,1
8529,9.31,24.12,1.34,0.988,663,0
8530,8.05,8.64,0.75,1.072,668,0
8531,3.88,15.96,0.85,-0.047,37,1
8532,4.61,17.11,0.77,0.928,634,0
8533,8.25,7.61,1.14,0.416,364,0
8534,7.44,3.2,1.18,1.378,685,0
8535,4.39,10.15,0.6,1.597,819,0
8536,7.73,15.89,0.88,0.55,420,0
8537,8.47,5.95,0.77,0.956,639,0
8538,9.37,8.68,0.99,0.581,416,0
8539,9.23,13.15,1.3,0.675,507,0
8540,12.2,14.47,3.89,1.294,762,0
8541,9.6,5.72,1.68,0.425,344,1
8542,8.73,5.52,1.13,1.119,681,0
8543,7.86,4.27,0.68,1.207,609,0
8544,6.44,13.61,0.66,0.185,94,1
8545,8.33,11.64,0.76,0.682,462,0
8546,9.46,1.89,1.24,1.024,561,0
8547,8.87,2.04,1.23,1.029,633,0
8548,9.39,2.43,1.36,0.17,238,1
8549,9.36,4.76,1.34,0.425,317,1
8550,10.63,6.64,2.04,0.53,445,1
8551,9.4,5.45,1.36,0.876,648,0
8552,9.69,3.07,1.26,0.075,238,1
8553,6.87,3.81,0.79,1.348,609,0
8554,7.51,7.96,0.96,0.395,292,1
8555,8.71,9.1,1.24,0.581,420,0
8556,6.77,23.97,0.97,0.468,382,1
8557,8.9,7.04,0.89,0.525,420,0
8558,9.4,7.06,1.49,0.465,366,0
8559,9.81,8.2,1.28,0.689,556,0
8560,8.97,6.48,1.22,0.595,500,0
8561,10.18,3.92,1.72,0.5,366,0
8562,9.7,26.56,1.77,1.04,752,0
8563,7.01,6.62,0.55,0.293,121,0
8564,8.47,45.16,1.09,1.01,507,1
8565,9.78,4.89,1.41,0.487,416,0
8566,7.94,0.44,0.77,1.435,735,0
8567,7.34,3.15,0.65,1.496,775,0
8568,8.82,5.35,1.24,0.234,55,1
8569,7.78,12.53,1.19,0.653,507,0
8570,9.6,4.71,1.51,1.344,609,0
8571,8.03,2.51,1.17,1.077,633,0
8572,9.31,1.12,1.36,1.795,771,0
8573,8.97,-1.92,1.5,1.687,738,0
8574,8.0,7.28,0.89,0.184,55,1
8575,8.09,3.71,0.92,1.365,719,0
8576,7.03,4.11,0.67,1.635,771,0
8577,8.19,2.95,1.13,1.18,681,0
8578,9.15,27.05,1.23,0.887,709,0
8579,5.12,10.55,0.69,-0.06,65,1
8580,6.6,1.33,1.06,1.681,771,0
8581,8.34,2.65,0.75,1.268,698,0
8582,3.35,7.38,0.57,-0.15,196,1
8583,8.07,16.98,1.24,0.711,420,0
8584,7.11,6.72,0.94,1.155,609,0
8585,9.63,1.3,1.82,0.385,310,1
8586,8.79,0.04,1.18,0.979,633,0
8587,8.77,5.7,1.42,0.659,445,1
8588,8.81,2.45,1.28,1.097,609,0
8589,8.34,2.14,1.05,1.05,609,0
8590,8.34,3.86,2.85,0.158,266,1
8591,7.31,2.76,0.77,0.012,2,0
8592,10.03,3.85,1.22,0.49,371,1
8593,9.3,1.05,1.41,0.197,2,0
8594,7.94,2.43,1.24,1.005,507,0
8595,8.27,6.09,0.97,0.511,354,1
8596,8.85,0.18,1.08,1.243,685,0
8597,7.06,2.57,0.89,1.456,685,0
8598,2.64,54.75,0.75,0.165,91,1
8599,10.97,12.36,2.86,0.738,507,0
8600,7.96,1.25,0.91,0.96,507,0
8601,8.89,5.75,2.28,0.991,575,0
8602,9.32,-1.79,1.3,0.05,39,1
8603,6.67,5.75,0.56,1.011,507,0
8604,8.42,1.44,1.15,1.039,507,0
8605,7.39,4.92,0.85,0.946,507,0
8606,8.79,2.03,1.3,0.062,272,1
8607,6.83,4.66,0.86,1.583,685,0
8608,8.46,2.42,1.06,0.324,292,1
8609,7.45,0.81,0.94,0.969,507,0
8610,9.12,2.46,0.84,1.682,784,0
8611,8.01,10.85,1.14,0.543,366,0
8612,9.58,0.9,1.47,0.993,507,0
8613,8.98,10.88,1.27,0.559,445,1
8614,8.52,4.19,1.06,1.015,575,0
8615,6.25,9.45,1.84,1.262,685,0
8616,8.24,13.76,1.07,0.638,500,0
8617,11.94,10.46,3.97,1.37,778,0
8618,9.05,5.17,1.15,0.383,317,1
8619,7.63,5.51,1.02,0.987,666,0
8620,8.3,4.07,1.12,1.05,507,0
8621,4.68,15.04,0.47,0.931,518,0
8622,6.82,-0.52,0.79,1.151,478,0
8623,6.28,6.21,0.77,1.169,609,0
8624,9.81,7.69,1.68,0.469,416,0
8625,8.65,4.93,0.98,0.37,330,1
8626,9.63,6.01,2.43,0.452,420,0
8627,7.41,3.04,0.84,1.017,507,0
8628,8.88,2.79,0.81,1.143,633,0
8629,6.92,3.62,0.98,1.289,687,0
8630,8.25,5.23,1.12,0.027,2,0
8631,7.34,7.27,1.89,0.485,319,1
8632,9.56,4.54,1.23,0.486,317,1
8633,8.14,10.02,1.1,0.242,139,1
8634,8.78,0.16,1.17,1.137,487,0
8635,8.16,7.89,1.06,0.424,333,0
8636,8.01,1.57,1.07,1.3,507,0
8637,8.41,8.94,0.8,0.464,382,0
8638,12.49,22.94,5.47,1.34,778,0
8639,7.81,4.34,1.19,1.094,609,0
8640,8.2,5.32,0.9,0.413,366,0
8641,8.52,4.95,1.09,0.193,46,1
8642,7.72,1.53,0.85,0.056,6,0
8643,7.55,2.76,1.14,-0.02,253,1
8644,9.4,2.78,1.57,0.852,609,0
8645,9.1,2.46,1.48,1.292,771,0
8646,8.73,6.27,1.2,0.471,354,1
8647,9.14,2.64,1.68,0.401,333,0
8648,9.97,2.45,1.51,0.55,317,1
8649,6.43,18.23,0.93,0.409,333,1
8650,9.36,23.17,3.02,0.94,609,0
8651,8.4,3.45,0.79,0.977,575,0
8652,8.35,4.05,0.93,1.007,507,0
8653,10.35,1.21,1.75,1.103,685,0
8654,9.41,3.88,1.6,0.437,324,0
8655,6.97,5.82,0.96,0.375,80,1
8656,8.65,2.84,1.28,0.96,609,0
8657,8.68,3.85,1.49,0.3,99,0
8658,8.55,6.0,1.1,0.279,140,0
8659,8.9,4.7,1.3,0.576,465,0
8660,8.28,-0.83,1.06,1.371,770,0
8661,8.86,9.1,1.23,0.719,445,1
8662,8.21,3.67,1.12,1.013,575,0
8663,9.16,6.76,1.24,0.372,80,1
8664,12.04,27.77,3.55,1.453,805,0
8665,7.58,4.39,0.97,0.976,507,0
8666,9.49,6.82,2.96,0.757,514,0
8667,9.27,7.71,4.08,0.645,530,0
8668,6.97,2.33,0.54,1.628,784,0
8669,8.8,4.27,0.87,0.893,633,0
8670,6.85,1.99,0.63,1.641,738,0
8671,9.21,0.73,1.44,0.915,507,0
8672,7.06,3.78,0.84,0.004,194,1
8673,9.21,7.9,1.28,0.627,445,1
8674,7.56,5.53,0.9,0.426,317,1
8675,6.07,21.5,0.53,0.356,306,1
8676,7.26,4.93,0.84,1.093,609,0
8677,6.72,3.37,0.58,0.17,90,0
8678,6.85,7.65,0.81,0.24,80,1
8679,9.86,25.75,1.11,1.119,732,0
8680,8.02,7.0,0.98,0.48,354,1
8681,9.47,8.41,1.17,0.563,455,0
8682,7.36,4.54,1.0,1.029,633,0
8683,6.15,24.2,0.51,0.448,370,1
8684,9.06,4.72,1.07,0.43,393,1
8685,5.76,6.25,0.83,1.185,668,0
8686,8.71,-0.06,0.95,1.211,668,0
8687,7.1,5.22,0.6,0.906,575,0
8688,9.36,3.2,1.62,1.337,609,0
8689,10.19,4.69,1.81,0.657,445,1
8690,9.06,6.15,1.21,0.438,352,1
8691,6.01,25.7,1.73,0.549,417,1
8692,7.6,3.68,0.96,0.11,251,1
8693,5.89,3.29,0.74,1.599,745,0
8694,8.17,3.29,1.09,0.143,39,1
8695,10.92,3.47,2.46,0.462,146,0
8696,7.93,5.91,0.94,0.237,137,1
8697,9.69,2.98,2.11,0.983,560,0
8698,8.51,6.98,3.27,0.391,354,1
8699,10.14,3.31,1.64,-0.012,2,0
8700,3.69,57.2,0.62,0.844,526,1
8701,4.97,4.65,0.55,-0.084,242,1
8702,9.14,1.31,1.34,0.927,614,0
8703,7.31,1.15,0.92,1.4,735,0
8704,8.27,7.17,1.13,0.462,317,1
8705,8.24,4.79,1.0,0.402,366,0
8706,7.09,5.86,0.62,1.22,609,0
8707,8.18,2.38,1.02,1.508,740,0
8708,8.39,16.83,1.35,0.589,445,1
8709,9.81,1.15,1.52,0.18,180,1
8710,9.04,9.76,1.35,0.526,445,1
8711,9.8,4.4,1.59,0.669,492,0
8712,9.23,2.68,0.99,0.227,238,1
8713,5.69,10.18,0.78,1.06,580,0
8714,6.37,5.13,0.59,-0.081,240,1
8715,9.26,5.23,1.31,0.46,317,1
8716,8.54,9.23,0.94,0.411,366,0
8717,8.78,4.95,1.21,0.409,333,0
8718,9.2,2.93,1.26,0.336,209,1
8719,8.65,6.33,1.19,0.658,500,0
8720,8.49,9.18,1.01,0.529,420,0
8721,8.25,10.71,1.08,0.571,460,0
8722,8.79,-0.24,1.29,1.504,798,0
8723,8.07,0.64,1.12,1.322,693,0
8724,8.42,10.29,1.22,0.434,292,1
8725,9.91,5.62,1.46,0.902,685,0
8726,7.86,1.57,0.95,1.419,735,0
8727,7.95,11.47,1.34,0.59,445,1
8728,8.7,11.62,0.82,0.874,646,0
8729,7.43,0.99,2.18,0.09,237,1
8730,8.74,3.43,0.8,0.104,65,1
8731,7.91,5.04,1.0,0.325,292,1
8732,7.72,11.35,0.86,0.5,420,0
8733,8.52,3.91,0.83,1.155,668,0
8734,7.24,1.52,0.68,2.238,815,0
8735,8.61,50.75,0.78,1.143,752,0
8736,6.98,2.2,0.76,-0.035,253,1
8737,9.47,7.45,1.36,0.685,500,0
8738,8.4,4.44,1.35,1.153,668,0
8739,9.46,1.02,1.29,0.078,197,1
8740,6.52,6.46,0.86,0.987,633,0
8741,8.8,8.76,1.04,0.502,398,1
8742,7.53,11.79,0.68,0.455,376,0
8743,8.45,1.26,1.06,1.467,735,0
8744,6.93,13.66,0.55,0.38,352,1
8745,7.09,1.86,0.71,-0.008,2,0
8746,8.62,2.16,0.93,0.055,2,0
8747,9.67,13.71,1.29,0.643,530,1
8748,9.74,3.4,1.79,2.1,282,1
8749,8.73,0.5,1.26,1.341,707,0
8750,9.62,22.05,1.45,0.92,685,0
8751,8.67,1.95,1.22,1.203,685,0
8752,4.92,8.18,0.85,1.434,719,0
8753,8.93,14.19,1.26,0.611,445,1
8754,9.2,2.11,1.73,1.604,771,0
8755,9.01,6.06,0.88,0.362,305,1
8756,8.54,9.23,0.89,0.516,407,0
8757,9.36,5.16,2.14,0.56,398,1
8758,11.62,20.02,3.09,1.686,769,0
8759,8.74,2.42,1.23,1.278,685,0
8760,10.45,3.79,1.83,0.5,420,0
8761,8.65,1.87,1.56,1.241,685,0
8762,9.39,5.2,4.03,0.459,354,0
8763,8.54,2.85,1.15,0.5,420,0
8764,7.85,30.0,0.92,0.711,507,1
