,Vmag,Plx,e_Plx,B-V,SpType
7421,8.12,7.78,2.03,0.473,398
7422,7.47,1.65,1.01,1.415,665
7423,7.35,18.95,0.91,0.465,366
7424,8.71,20.4,3.32,0.87,651
7425,7.72,3.08,1.29,0.9,507
7426,8.47,8.05,1.02,0.375,310
7427,7.11,8.6,1.43,0.433,378
7428,9.2,4.06,1.12,0.228,83
7429,9.29,9.67,1.46,0.47,507
7430,6.69,5.64,0.84,-0.078,272
7431,8.57,3.34,1.06,1.024,209
7432,5.58,14.21,0.77,0.346,310
7433,7.49,2.33,0.91,1.115,609
7434,10.67,-2.8,1.93,0.018,861
7435,8.41,3.88,2.01,0.486,382
7436,8.61,3.94,1.14,0.485,366
7437,7.89,7.28,1.04,0.31,2
7438,8.2,4.27,1.86,0.307,55
7439,9.48,4.17,1.28,0.529,420
7440,9.37,25.82,1.56,0.794,651
7441,9.24,9.02,1.07,0.529,431
7442,8.11,5.9,1.04,0.906,581
7443,9.65,0.29,1.5,1.72,761
7444,9.46,1.4,1.26,1.052,507
7445,7.93,10.21,1.15,0.318,292
7446,8.94,7.97,1.03,0.676,532
7447,9.29,7.89,1.37,0.657,530
7448,9.17,0.71,1.31,1.147,609
7449,9.2,8.8,0.9,0.573,455
7450,6.88,1.57,0.84,0.83,380
7451,9.48,3.61,1.15,0.544,431
7452,7.08,20.37,0.61,0.466,382
7453,7.23,5.39,0.92,-0.001,2
7454,11.77,11.64,3.52,1.304,758
7455,7.29,6.19,0.72,0.092,47
7456,8.47,1.69,0.98,1.077,633
7457,8.97,5.34,1.97,1.3,455
7458,8.92,19.12,1.25,0.76,591
7459,8.24,8.76,0.97,0.471,292
7460,9.25,-0.52,1.24,0.119,209
7461,7.15,5.0,0.9,1.2,719
7462,6.74,3.7,1.35,0.867,507
7463,6.74,7.35,0.82,1.12,609
7464,7.43,8.34,1.04,0.325,301
7465,8.79,0.21,1.39,1.161,668
7466,7.39,4.56,0.85,0.143,2
7467,10.32,0.62,1.48,-0.119,229
7468,9.8,5.68,1.44,0.406,333
7469,8.74,3.29,1.14,0.892,575
7470,8.09,4.76,1.51,0.249,123
7471,5.01,13.46,0.76,0.883,580
7472,7.63,7.6,1.04,0.309,306
7473,8.52,0.49,1.92,0.22,150
7474,6.55,6.86,0.71,1.152,698
7475,9.02,5.31,1.4,1.453,609
7476,8.62,2.99,1.23,0.986,609
7477,7.66,9.4,0.95,0.282,55
7478,10.12,3.45,2.46,0.72,468
7479,8.82,8.5,1.55,0.733,507
7480,8.61,9.67,1.14,0.554,445
7481,9.04,14.61,1.18,0.721,445
7482,8.01,3.42,1.03,0.184,253
7483,9.66,9.29,3.16,0.61,420
7484,9.46,7.63,1.34,0.582,398
7485,8.7,4.57,1.1,0.545,445
7486,7.74,29.41,0.91,0.733,591
7487,6.6,46.73,0.8,0.69,526
7488,9.2,4.96,1.63,0.31,137
7489,8.37,11.71,2.22,0.607,422
7490,9.07,1.32,1.32,0.97,575
7491,9.17,4.17,1.23,1.016,727
7492,7.72,1.99,8.29,1.068,795
7493,5.98,7.18,0.9,1.119,698
7494,8.19,11.48,0.96,0.49,366
7495,7.24,3.76,1.88,1.167,698
7496,9.87,24.92,1.52,1.151,771
7497,8.53,22.58,1.05,0.773,507
7498,7.4,0.53,0.75,0.24,247
7499,10.71,1.03,2.05,0.93,445
7500,8.15,10.66,1.0,0.548,445
7501,7.38,5.58,0.89,1.108,633
7502,8.55,7.31,0.77,0.417,324
7503,5.76,122.75,1.41,0.88,651
7504,10.21,3.81,1.87,0.425,333
7505,7.47,2.79,0.77,1.42,719
7506,9.48,6.33,1.54,0.395,324
7507,7.97,0.09,0.96,2.21,798
7508,8.09,8.59,0.67,0.454,394
7509,7.25,1.4,0.96,1.645,798
7510,8.21,1.94,0.7,1.491,719
7511,7.85,21.16,0.96,0.607,420
7512,9.85,1.65,1.35,1.176,703
7513,10.1,3.77,1.66,0.528,420
7514,8.51,-4.16,26.3,1.581,771
7515,8.33,2.63,0.93,0.178,2
7516,8.83,13.82,1.11,0.61,445
7517,10.18,15.79,1.51,0.923,622
7518,6.84,5.75,0.78,0.92,507
7519,9.27,2.74,1.42,1.684,771
7520,9.4,-0.49,1.45,0.402,420
7521,10.05,4.05,1.63,0.561,455
7522,8.99,0.09,1.61,1.053,609
7523,8.84,9.53,1.09,0.37,366
7524,7.64,8.76,1.89,0.42,366
7525,8.93,6.32,1.17,0.376,507
7526,6.67,7.15,0.77,0.998,507
7527,9.19,6.11,1.33,0.446,366
7528,7.05,2.8,0.77,1.615,796
7529,7.27,8.74,0.96,0.445,366
7530,10.36,0.49,1.76,0.093,238
7531,9.63,4.01,1.4,0.833,507
7532,9.9,5.02,1.66,0.772,609
7533,10.32,11.45,1.76,0.774,507
7534,9.22,1.71,1.29,0.986,507
7535,7.44,2.04,0.85,-0.033,238
7536,6.35,5.29,0.78,1.608,745
7537,9.16,9.14,1.53,0.922,586
7538,8.4,5.3,1.16,1.094,633
7539,9.16,13.46,1.21,0.569,445
7540,8.04,3.69,0.98,1.0,609
7541,8.1,6.8,1.0,0.417,361
7542,7.9,4.02,0.96,1.198,668
7543,7.18,5.43,0.85,0.95,609
7544,10.18,29.91,1.8,1.17,763
7545,8.71,3.8,0.84,0.473,292
7546,9.9,4.21,1.77,0.498,382
7547,9.78,3.3,1.39,0.435,420
7548,8.68,3.07,1.04,1.065,633
7549,9.13,20.01,1.72,0.695,507
7550,8.91,4.04,0.99,1.047,583
7551,8.89,2.98,1.25,0.39,39
7552,8.8,7.72,1.17,0.433,317
7553,8.19,6.53,1.4,0.997,609
7554,8.51,7.73,1.21,0.559,416
7555,7.62,15.02,0.69,0.42,331
7556,8.62,2.7,1.71,0.403,354
7557,8.09,14.41,1.0,0.552,445
7558,8.96,2.42,1.13,1.445,719
7559,8.65,3.19,1.18,0.381,292
7560,8.96,1.63,1.22,0.371,2
7561,6.97,3.15,0.78,-0.04,253
7562,7.14,3.34,0.58,-0.005,2
7563,8.51,11.66,0.73,0.59,449
7564,8.67,2.97,0.94,1.158,668
7565,11.6,24.1,2.54,1.607,840
7566,4.96,4.79,0.74,-0.068,242
7567,6.34,17.99,0.84,0.401,317
7568,7.56,2.37,1.08,0.003,2
7569,8.09,16.1,0.96,0.645,473
7570,7.92,28.29,0.94,0.714,530
7571,8.57,13.66,1.04,0.584,455
7572,10.66,16.33,2.02,1.379,762
7573,5.63,12.15,0.87,0.214,134
7574,8.67,2.26,1.29,1.162,738
7575,9.41,7.62,1.21,0.692,500
7576,11.06,18.7,2.29,1.163,738
7577,10.16,33.63,1.64,1.223,738
7578,8.92,24.18,1.26,0.905,685
7579,9.2,9.52,1.25,0.462,420
7580,6.74,2.6,0.93,1.21,507
7581,8.39,5.18,1.06,0.344,80
7582,9.15,3.16,1.4,1.131,609
7583,7.87,2.67,1.01,1.549,735
7584,8.57,7.79,1.16,0.874,568
7585,8.13,6.91,1.13,0.97,633
7586,9.22,0.04,1.77,0.373,310
7587,7.56,5.49,1.0,0.311,80
7588,8.94,17.25,1.26,0.666,420
7589,8.37,6.55,1.16,0.488,420
7590,8.26,4.23,1.1,0.989,507
7591,9.94,11.84,1.57,0.67,445
7592,8.26,-0.19,1.51,0.306,853
7593,6.73,3.53,0.59,-0.015,253
7594,9.7,2.87,1.32,0.482,354
7595,9.21,0.74,1.24,0.163,209
7596,8.71,12.54,1.1,0.695,507
7597,8.01,1.24,1.06,0.946,507
7598,9.06,1.8,1.14,1.02,609
7599,8.48,19.37,1.19,0.699,445
7600,7.81,6.35,0.98,0.446,382
7601,8.03,4.46,0.99,1.576,507
7602,7.4,13.73,1.02,0.634,420
7603,8.76,3.22,0.79,0.403,80
7604,9.24,1.99,1.22,0.133,64
7605,7.59,8.47,0.91,1.129,609
7606,8.09,23.73,0.93,0.735,445
7607,7.45,4.05,0.88,0.979,577
7608,8.27,7.17,1.05,1.027,609
7609,8.71,13.34,1.21,0.659,507
7610,8.19,1.79,0.99,1.08,668
7611,7.2,2.75,0.81,1.081,633
7612,8.55,2.71,1.08,0.33,80
7613,8.83,-1.22,1.91,0.997,609
7614,8.33,14.01,0.74,0.535,868
7615,9.52,2.45,1.34,0.497,354
7616,8.73,6.62,1.3,0.373,317
7617,9.46,3.4,1.37,1.041,609
7618,8.16,2.02,0.66,-0.127,204
7619,6.2,17.86,0.88,0.459,327
7620,9.09,16.75,1.37,0.763,591
7621,9.44,1.92,1.45,1.094,673
7622,9.31,6.21,3.21,0.655,465
7623,6.33,8.26,0.63,0.947,538
7624,7.83,4.22,1.13,0.993,507
7625,12.81,8.98,10.8,1.6,769
7626,8.71,2.33,1.23,0.941,575
7627,7.31,3.22,0.95,1.334,685
7628,4.45,8.86,0.77,1.347,719
7629,8.67,14.68,1.04,0.647,530
7630,6.2,23.87,0.65,0.404,343
7631,8.32,6.74,1.1,0.325,55
7632,8.83,6.12,0.83,0.427,354
7633,8.88,8.42,1.24,0.409,357
7634,8.89,1.28,0.91,0.27,2
7635,9.72,6.41,1.63,0.47,317
7636,10.08,9.12,1.97,0.566,455
7637,7.85,4.27,1.0,0.154,39
7638,9.05,-0.83,1.34,1.627,771
7639,9.31,12.38,1.24,0.69,530
7640,7.81,4.32,1.96,1.082,591
7641,10.32,2.08,2.12,0.56,366
7642,8.38,2.79,1.07,0.362,354
7643,8.37,4.78,0.96,0.96,586
7644,8.95,0.32,1.63,0.2,238
7645,8.56,3.4,1.11,0.95,507
7646,7.7,27.28,0.96,0.691,530
7647,8.45,9.73,1.16,0.545,445
7648,7.6,2.82,1.08,0.96,507
7649,9.14,3.28,1.34,1.127,668
7650,5.97,6.23,0.8,1.015,633
7651,8.04,4.84,1.2,1.17,685
7652,8.55,5.55,1.2,0.449,299
7653,9.46,-0.18,1.55,1.158,609
7654,9.22,15.0,1.38,0.798,609
7655,6.63,7.04,0.74,0.127,65
7656,9.72,1.62,1.45,0.458,333
7657,8.82,3.66,1.15,0.942,507
7658,9.23,0.56,1.36,1.728,745
7659,5.75,26.83,0.96,0.443,383
7660,8.99,10.95,1.52,0.617,479
7661,4.96,79.09,0.83,0.618,479
7662,7.9,9.78,1.03,0.448,420
7663,10.03,3.31,1.41,0.493,344
7664,5.7,8.79,0.53,1.264,687
7665,9.48,5.79,1.39,0.515,416
7666,8.23,5.7,0.89,0.338,80
7667,8.6,18.51,1.19,0.763,591
7668,8.42,4.46,0.96,0.16,39
7669,8.91,4.33,0.84,0.315,113
7670,9.07,1.44,1.32,0.183,143
7671,8.48,0.95,1.03,1.461,682
7672,8.88,14.66,1.4,0.54,445
7673,10.28,21.4,1.83,1.16,763
7674,8.65,4.0,0.79,1.136,668
7675,8.45,3.06,1.07,0.924,633
7676,7.91,4.02,0.98,1.151,609
7677,8.93,11.52,1.2,0.64,473
7678,8.9,12.55,1.11,0.467,445
7679,9.26,1.13,1.44,0.565,182
7680,7.72,8.2,1.03,0.416,354
7681,8.14,2.73,0.9,0.933,633
7682,6.69,3.28,0.79,-0.026,245
7683,8.66,4.6,1.09,0.16,66
7684,5.7,10.71,0.71,-0.01,15
7685,8.78,4.38,1.33,0.944,507
7686,5.63,12.61,0.68,-0.059,267
7687,7.21,3.08,0.9,0.002,2
7688,7.97,3.61,0.89,0.967,575
7689,8.64,4.5,0.97,0.49,445
7690,10.22,8.18,1.78,0.55,420
7691,7.53,3.77,0.88,0.049,39
7692,7.53,21.08,0.68,0.586,366
7693,7.81,3.38,0.75,1.351,698
7694,7.68,1.7,0.96,1.627,770
7695,8.91,5.94,1.73,0.47,382
7696,8.39,4.22,1.03,0.343,292
7697,8.83,6.32,0.76,0.956,672
7698,5.25,15.02,0.72,1.044,667
7699,6.96,3.42,0.84,1.16,609
7700,7.51,7.97,1.02,0.191,39
7701,7.94,6.52,0.6,0.397,300
7702,8.99,11.66,1.41,0.596,445
7703,8.7,9.12,1.13,0.477,317
7704,7.45,20.45,0.99,0.617,473
7705,9.82,4.88,1.51,1.18,344
7706,6.35,2.24,0.74,-0.027,242
7707,8.38,0.54,1.02,0.055,253
7708,5.57,7.34,0.61,-0.049,21
7709,8.3,1.15,1.12,0.559,420
7710,9.05,7.33,1.51,0.428,507
7711,8.05,7.74,3.57,0.476,317
7712,6.99,2.28,0.78,1.556,685
7713,9.41,3.11,1.42,0.0,2
7714,7.95,10.44,1.28,0.438,317
7715,8.49,2.27,1.49,0.179,39
7716,7.97,7.59,0.7,0.578,429
7717,8.34,11.52,0.88,0.962,507
7718,7.58,5.24,0.91,1.12,609
7719,9.11,9.37,1.62,0.521,416
7720,8.8,1.86,0.8,1.172,698
7721,5.52,57.63,0.64,0.551,431
7722,8.41,0.48,1.48,1.3,685
7723,8.4,0.8,1.84,0.413,331
7724,5.24,133.91,0.91,0.836,682
7725,8.09,3.07,1.1,0.832,554
7726,6.99,5.41,0.93,1.117,507
7727,9.01,2.64,1.2,1.183,685
7728,9.13,8.15,1.29,0.625,507
7729,7.18,3.0,0.92,1.414,687
7730,7.29,10.41,0.99,0.284,39
7731,7.69,4.3,0.82,-0.011,238
7732,6.98,3.12,0.91,1.306,694
7733,8.4,22.59,0.82,0.714,556
7734,6.71,2.65,0.78,1.356,609
7735,7.92,10.68,0.76,0.506,420
7736,7.22,5.84,0.84,1.173,507
7737,9.34,4.31,1.48,0.523,420
7738,8.35,3.06,1.06,0.955,575
7739,8.96,0.43,1.36,1.664,771
7740,4.98,2.71,0.9,1.378,717
7741,8.88,4.92,1.18,1.031,709
7742,7.86,3.58,0.94,1.127,609
7743,9.59,0.85,1.4,1.0,584
7744,9.17,3.45,1.18,-0.013,2
7745,9.57,-1.32,1.83,1.107,609
7746,9.33,3.69,1.44,1.204,609
7747,9.8,2.05,1.12,0.072,238
7748,9.31,9.26,1.37,0.567,465
7749,7.98,7.42,0.85,0.367,35
7750,8.39,4.24,1.01,0.321,292
7751,9.09,5.75,1.22,0.379,354
7752,9.69,5.6,2.93,0.521,382
7753,9.56,1.06,1.4,1.19,445
7754,11.19,29.35,16.33,1.381,840
7755,8.96,2.44,0.87,1.025,575
7756,5.18,11.62,0.54,-0.022,272
7757,7.57,2.41,0.92,1.61,685
7758,7.22,14.95,0.68,0.71,615
7759,7.01,8.97,1.6,0.429,317
7760,6.33,3.19,0.71,0.013,230
7761,8.79,1.05,1.26,1.168,668
7762,7.69,2.97,1.11,1.45,735
7763,9.27,5.43,1.38,0.529,416
7764,8.75,5.78,1.93,0.493,382
7765,8.77,3.97,1.03,1.05,685
7766,8.87,-0.11,1.38,2.024,802
7767,9.13,1.24,1.28,1.193,698
7768,9.4,2.45,0.97,0.9,514
7769,8.92,1.59,0.84,1.106,658
7770,8.26,2.86,0.75,1.075,668
7771,8.27,2.51,1.07,0.12,272
7772,10.83,16.7,2.03,1.027,758
7773,6.82,0.24,0.88,1.874,792
7774,9.13,24.3,2.1,0.874,709
7775,9.43,-0.5,1.84,0.08,237
7776,10.24,3.51,1.69,0.58,366
7777,9.63,2.84,1.45,0.312,39
7778,8.23,30.58,2.09,0.853,651
7779,8.6,6.07,1.06,0.538,420
7780,8.96,0.99,1.32,0.324,39
7781,10.4,48.11,2.01,1.46,609
7782,6.33,18.04,0.79,1.02,706
7783,8.92,1.43,1.48,1.287,685
7784,5.78,3.57,0.71,-0.01,244
7785,9.77,6.79,1.57,0.767,507
7786,10.34,3.05,3.42,0.335,137
7787,8.89,0.25,1.2,0.113,2
7788,8.8,9.45,1.41,0.47,382
7789,10.93,88.86,1.99,1.525,805
7790,6.57,6.59,0.77,1.075,668
7791,8.27,3.7,1.33,1.105,507
7792,9.52,8.41,3.44,0.629,465
7793,11.13,15.11,2.17,1.183,762
7794,7.97,6.1,0.74,1.077,633
7795,7.57,0.44,0.7,1.819,738
7796,9.47,1.88,1.11,0.981,542
7797,8.53,2.19,0.98,1.011,633
7798,8.43,14.55,1.15,0.564,416
7799,8.87,3.03,1.56,1.19,668
7800,9.48,1.42,1.11,0.264,238
7801,6.66,3.86,0.8,1.614,738
7802,7.57,2.99,0.98,1.431,609
7803,9.29,9.57,1.08,0.638,445
7804,6.76,2.39,0.84,0.433,103
7805,10.61,20.23,6.05,1.035,738
7806,4.01,4.55,0.75,-0.098,195
7807,11.73,33.68,26.0,1.626,738
7808,8.42,74.45,1.11,1.202,752
7809,8.89,4.17,1.16,0.24,55
7810,9.25,5.59,5.75,0.666,445
7811,9.83,11.23,1.37,0.743,445
7812,9.55,0.39,1.45,0.868,249
7813,10.02,7.3,1.86,0.634,479
7814,10.11,2.77,1.64,0.466,366
7815,10.87,5.38,2.46,0.915,609
7816,8.51,21.2,3.47,0.82,609
7817,7.99,4.18,0.89,1.286,719
7818,7.92,6.91,1.18,1.06,507
7819,6.94,5.88,0.8,0.234,39
7820,6.59,6.61,0.59,1.035,507
7821,11.77,4.06,3.25,-0.359,145
7822,9.1,7.1,1.19,0.918,668
7823,8.84,3.09,1.2,1.106,633
7824,6.32,7.08,0.8,0.879,578
7825,9.23,8.23,0.88,0.633,416
7826,9.91,3.85,1.44,0.515,479
7827,8.08,3.58,1.1,1.063,507
7828,8.28,2.74,1.05,1.201,609
7829,8.65,4.95,1.11,1.072,609
7830,7.73,3.77,0.94,0.048,2
7831,7.43,1.73,0.83,0.012,253
7832,6.2,4.55,0.9,1.537,609
7833,8.62,1.44,1.17,0.943,575
7834,8.48,9.12,1.0,0.437,445
7835,8.62,2.87,1.11,0.196,65
7836,8.8,3.84,1.41,0.909,507
7837,8.74,10.9,1.12,0.489,366
7838,8.37,1.87,1.26,0.264,292
7839,9.74,3.41,1.7,0.585,445
7840,3.49,274.17,0.8,0.727,591
7841,7.89,4.5,0.92,1.08,609
7842,9.38,0.15,1.86,0.58,582
7843,7.84,2.74,1.0,0.972,507
7844,7.31,1.61,0.9,1.22,379
7845,9.38,4.06,1.65,0.381,310
7846,7.01,3.98,0.78,0.027,253
7847,7.27,22.38,0.87,0.601,420
7848,8.78,4.01,1.07,0.22,139
7849,8.81,5.28,0.92,0.125,2
7850,8.62,3.26,1.27,0.632,507
7851,9.03,3.72,1.28,1.609,785
7852,6.18,12.63,0.77,0.131,65
7853,8.47,8.49,1.13,0.404,366
7854,8.8,2.23,1.04,1.004,668
7855,8.27,1.66,1.06,0.207,39
7856,9.71,14.23,0.94,0.78,609
7857,9.36,2.46,1.14,0.328,292
7858,8.11,17.29,1.09,0.635,500
7859,6.73,13.95,0.75,0.247,55
7860,7.19,2.91,0.79,-0.009,2
7861,8.81,7.5,1.2,0.549,416
7862,10.66,0.63,2.17,0.505,193
7863,8.64,4.24,0.97,1.11,609
7864,6.32,6.04,0.75,1.419,745
7865,8.74,21.09,1.17,0.685,556
7866,10.24,1.73,5.45,0.499,366
7867,10.21,11.33,1.44,0.498,445
7868,7.81,7.75,1.58,-0.2,366
7869,6.79,5.61,0.58,-0.067,142
7870,8.08,3.05,1.03,0.995,575
7871,6.73,1.95,0.92,1.605,609
7872,6.82,3.9,0.79,1.425,719
7873,8.79,2.51,1.27,1.266,698
7874,10.21,2.49,1.78,1.264,609
7875,7.3,7.29,0.82,0.188,39
7876,7.69,6.32,0.83,1.047,633
7877,8.34,4.54,1.23,1.085,668
7878,8.67,2.65,0.94,1.015,633
7879,8.58,4.98,1.2,1.02,591
7880,6.45,6.09,0.94,0.864,445
7881,8.07,5.49,1.03,0.423,292
7882,7.26,8.67,0.63,0.333,292
7883,9.66,8.32,1.68,0.45,366
7884,8.5,7.25,1.01,0.593,424
7885,6.25,5.82,0.68,0.062,47
7886,8.83,5.72,2.06,0.6,390
7887,10.17,1.91,1.37,0.474,310
7888,7.84,11.95,0.97,0.369,55
7889,10.07,7.88,1.69,0.695,507
7890,7.5,4.04,1.0,0.003,2
7891,9.04,5.44,0.84,0.443,382
7892,8.44,5.57,1.15,0.389,292
7893,8.46,0.88,1.14,1.097,668
7894,8.49,2.12,1.14,0.385,323
7895,6.27,30.71,0.81,0.72,526
7896,6.95,5.66,0.94,1.574,798
7897,9.77,16.65,1.37,0.804,609
7898,9.59,10.29,1.4,0.685,589
7899,11.39,5.56,2.07,-0.052,317
7900,7.02,5.32,0.65,1.137,507
7901,8.76,4.55,1.3,1.044,633
7902,9.31,12.63,3.55,0.885,507
7903,9.9,4.83,1.87,0.506,382
7904,7.66,9.2,0.84,0.308,120
7905,7.87,4.03,2.05,0.378,294
7906,9.57,3.45,1.44,0.113,2
7907,9.1,7.46,1.0,0.417,354
7908,7.19,7.22,1.0,1.06,609
7909,9.68,4.78,1.6,0.557,445
7910,7.89,3.85,1.14,1.45,770
7911,9.28,7.58,1.19,0.519,431
7912,7.2,4.69,0.91,0.986,633
7913,9.63,9.11,3.83,0.54,366
7914,9.09,2.76,1.43,1.478,714
7915,8.2,0.21,0.93,1.48,609
7916,9.89,-1.69,1.78,1.722,857
7917,9.65,3.58,0.93,0.466,296
7918,8.64,1.07,0.97,0.361,2
7919,8.7,4.58,0.88,0.954,575
7920,8.27,3.47,0.97,1.11,636
7921,9.15,11.82,1.5,0.565,455
7922,8.51,14.28,1.16,0.609,460
7923,8.97,8.47,1.09,0.574,455
7924,11.42,40.43,2.67,1.33,840
7925,11.75,0.34,2.83,1.22,606
7926,8.32,7.95,1.05,0.501,398
7927,9.56,13.56,1.04,0.665,591
7928,7.51,10.43,0.89,0.32,80
7929,7.38,1.5,0.97,1.649,770
7930,9.65,8.98,1.65,0.641,492
7931,4.26,12.63,0.86,0.942,633
7932,7.35,7.19,0.78,0.501,374
7933,8.38,3.53,1.3,0.781,615
7934,10.02,-0.06,1.51,1.152,609
7935,8.61,1.24,1.12,0.978,581
7936,8.75,5.69,1.71,0.9,507
7937,8.77,8.55,1.12,0.38,327
7938,9.72,5.52,1.35,0.456,366
7939,7.67,3.37,1.15,1.686,784
7940,8.4,6.18,1.01,0.962,685
7941,9.5,2.31,1.57,1.041,609
7942,5.29,36.46,1.01,0.395,330
7943,6.55,5.37,0.74,-0.026,54
7944,6.99,7.85,0.89,0.138,55
7945,10.82,4.31,1.84,0.222,90
7946,7.99,3.49,0.95,1.112,530
7947,8.52,5.18,1.04,0.109,2
7948,8.91,1.65,1.15,0.263,39
7949,8.74,6.25,1.07,0.556,427
7950,9.84,5.92,1.39,0.459,366
7951,8.22,3.44,1.03,1.039,507
7952,9.89,11.38,1.7,0.787,677
7953,10.13,24.49,1.95,1.104,738
7954,9.17,14.72,1.26,0.78,609
7955,9.27,5.5,1.45,0.528,398
7956,9.6,2.29,1.35,1.177,609
7957,9.48,29.96,1.44,1.126,738
7958,6.83,6.24,0.89,0.362,80
7959,8.79,3.99,1.09,0.988,507
7960,8.08,8.03,1.1,0.863,507
7961,8.8,2.98,0.77,1.165,698
7962,8.99,3.99,1.27,0.26,272
7963,5.37,6.4,0.78,1.517,735
7964,7.69,1.02,0.98,1.004,577
7965,8.71,19.4,1.25,0.657,500
7966,6.38,23.16,0.81,0.366,333
7967,8.46,3.5,1.27,1.334,609
7968,8.7,2.31,1.29,-0.045,170
7969,9.88,10.53,2.99,0.545,406
7970,10.26,2.84,2.22,0.439,333
7971,7.93,4.07,0.95,1.493,738
7972,8.83,-1.79,2.42,0.724,216
7973,5.49,4.8,0.63,1.615,811
7974,5.04,17.54,0.62,0.031,30
7975,8.84,3.28,1.2,-0.018,147
7976,9.18,6.34,1.27,0.599,445
7977,7.55,2.19,0.69,1.621,738
7978,8.43,8.86,0.77,0.418,366
7979,9.29,0.95,1.28,-0.12,182
7980,8.95,7.05,1.32,0.556,420
7981,8.85,7.8,1.11,0.385,366
7982,9.16,6.17,1.38,0.546,371
7983,8.37,11.18,1.08,0.428,382
7984,9.35,12.68,1.23,0.748,613
7985,8.54,7.6,1.5,0.417,317
7986,8.11,1.67,1.1,1.579,784
7987,8.77,7.93,1.12,0.562,445
7988,10.41,4.29,2.47,0.44,366
7989,7.48,1.99,0.89,-0.013,2
7990,7.87,13.46,1.04,0.539,366
7991,9.83,4.59,1.67,0.559,405
7992,8.48,-0.68,1.16,0.651,224
7993,9.09,2.43,1.13,1.107,609
7994,8.83,2.13,0.79,0.966,581
7995,8.1,4.01,1.05,0.944,581
7996,10.32,5.45,1.61,0.48,420
7997,8.82,8.12,1.2,0.502,382
7998,8.91,2.44,1.19,1.051,685
7999,7.52,3.65,1.0,1.05,507
8000,8.45,2.29,1.15,0.941,445
8001,10.13,10.1,2.15,0.6,468
8002,6.55,4.61,0.87,0.256,130
8003,7.96,4.17,1.03,1.12,507
8004,7.35,11.61,0.64,0.803,586
8005,9.34,6.47,2.89,0.513,445
8006,8.91,43.37,1.38,1.044,738
8007,8.65,3.21,1.27,0.495,445
8008,8.33,8.07,1.26,0.554,412
8009,7.69,7.93,0.69,0.453,382
8010,8.34,4.09,1.16,1.14,668
8011,8.41,3.81,1.68,0.275,106
8012,8.1,7.67,1.1,0.944,646
8013,8.95,5.96,3.08,1.2,420
8014,8.34,7.61,2.32,0.526,420
8015,8.94,5.96,3.08,0.58,420
8016,8.13,18.61,1.01,0.626,420
8017,9.25,10.03,1.0,0.681,530
8018,7.64,2.48,0.94,1.454,745
8019,7.35,14.29,0.97,0.606,455
8020,9.65,4.53,1.4,0.67,465
8021,8.25,2.9,0.96,1.039,633
8022,8.38,8.9,0.79,0.355,310
8023,7.78,8.4,0.92,0.325,292
8024,8.81,9.74,1.26,0.46,354
8025,10.95,1.35,2.12,0.492,0
8026,9.57,6.7,5.12,0.535,366
8027,6.7,10.08,0.86,0.07,30
8028,8.48,-0.45,1.27,2.266,798
8029,10.09,15.38,1.89,0.695,609
8030,9.43,10.6,0.93,0.588,455
8031,7.51,3.33,0.99,1.308,719
8032,9.46,4.02,1.28,1.237,668
8033,7.39,6.42,0.96,0.374,292
8034,8.39,7.91,0.99,0.528,420
8035,8.36,1.51,1.21,1.26,685
8036,9.53,0.18,1.79,0.691,271
8037,7.05,3.86,0.9,-0.017,253
8038,7.74,5.04,0.99,1.114,518
8039,8.01,2.29,1.07,0.05,2
8040,9.08,0.81,1.37,0.944,609
8041,9.33,1.29,1.61,1.047,630
8042,8.67,11.66,1.12,0.578,445
8043,10.43,-0.85,3.25,1.071,387
8044,9.54,-3.14,3.62,0.0,197
8045,9.94,6.46,1.27,0.417,864
8046,8.5,2.95,1.13,1.608,758
8047,8.15,1.83,0.97,1.075,633
8048,7.37,5.11,0.84,0.167,65
8049,9.89,6.05,1.5,0.657,420
8050,6.18,5.79,0.76,1.544,740
8051,6.76,3.56,0.79,1.074,599
8052,7.61,5.55,0.92,0.254,104
8053,8.91,1.77,1.03,0.166,2
8054,8.89,2.4,1.28,1.172,609
8055,9.09,-1.8,1.56,0.644,165
8056,9.17,5.45,1.34,0.558,398
8057,8.83,1.61,1.42,1.436,685
8058,7.8,5.02,1.05,1.187,507
8059,8.41,3.67,1.25,1.368,685
8060,9.44,9.74,1.52,0.519,398
8061,8.4,5.68,1.13,1.069,674
8062,7.87,4.46,0.92,-0.009,2
8063,8.39,1.87,1.35,0.135,2
8064,9.6,4.83,1.47,0.979,609
8065,8.59,4.4,1.38,1.696,738
8066,8.09,1.53,0.71,1.083,633
8067,8.45,2.45,1.0,1.431,685
8068,8.27,1.87,0.77,1.608,784
8069,7.84,11.04,0.99,0.408,366
8070,9.8,1.42,1.48,0.515,354
8071,7.79,5.23,1.02,1.051,507
8072,8.7,8.5,1.3,0.508,366
8073,9.78,2.95,1.42,0.384,333
8074,7.02,2.12,0.84,1.666,783
8075,8.09,1.27,0.96,1.499,745
8076,8.98,25.79,1.28,0.795,651
8077,6.55,4.11,0.89,1.389,719
8078,9.74,3.78,1.43,0.463,354
8079,8.22,12.64,1.13,0.517,420
8080,8.65,7.78,0.71,0.43,378
8081,8.82,2.1,1.13,1.659,685
8082,7.96,5.81,1.33,0.544,390
8083,8.84,2.58,1.08,-0.104,251
